,_id,id_str,created_at,tweet,location,localizacion,clean_tweets,len,fecha,region,id_region,traduccion,valoracion_manual,grupo_clave
26,5f6a604fdf36abf4cbaec4b5,1308505455522705408,Tue Sep 22 20:36:26 +0000 2020,RT @camila_vallejo: Piñera continúa con el doble estándar. Hace minutos habló de la importancia de la lucha contra el cambio climático en #…,"Santiago, Chile",Chile,camila vallejo pi ntin n doble est ndar hace minutos habl impo ancia lucha ntra cambio clim,91,22-9-2020,RM Metropolitana,13,camila vallejo pi ntin n double standard minutes ago spoke impo old fight against climate change,Neutro,Cambio Climático
27,5f6a605bdf36abf4cbaec4d9,1308505508681318401,Tue Sep 22 20:36:38 +0000 2020,"RT @matiasasun: Algo MUY MALO debes estar haciendo con tu ""negocio"" para que te dé miedo firmar un acuerdo cuyo objetivo es proteger el Med…",Chile,Chile,matiasasun malo debes haciendo n negocio d miedo firmar acuerdo cuyo objetivo proteger med,90,22-9-2020,No Especifíca,17,matias asun bad you must do a scary business sign an agreement whose objective is to protect med,Neutro,Otro Grupo
28,5f6a6063df36abf4cbaec4e7,1308505542067990528,Tue Sep 22 20:36:46 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Santiago de Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,RM Metropolitana,13,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
29,5f6a6065df36abf4cbaec4ed,1308505548782960640,Tue Sep 22 20:36:48 +0000 2020,"RT @doctor911_cl: Por nuestro país, su naturaleza y nuestro compromiso con nuestro propio medio ambiente...! 
#PiñeraFirmaEscazu https://t.…",Santiago-Chile,Chile,doctor cl pa s naturaleza mpromiso n propio medio ambiente pi erafirmaescazu s t,80,22-9-2020,RM Metropolitana,13,doctor cl pa s nature m commitment n own environment pi erafirmaescazu s t,Neutro,Medio Ambiente
30,5f6a6079df36abf4cbaec50e,1308505631356260356,Tue Sep 22 20:37:08 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Puerto Montt Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,X Los Lagos,10,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
31,5f6a607ddf36abf4cbaec520,1308505649874169857,Tue Sep 22 20:37:12 +0000 2020,ALEMANES 🙄,"Chillán, Chile",Chile,alemanes,8,22-9-2020,XVI Ñuble,16,germans,Neutro,Otro Grupo
32,5f6a608bdf36abf4cbaec548,1308505708539908103,Tue Sep 22 20:37:26 +0000 2020,RT @camilaemiliasv: @danieljadue Y esta violacion de ddhh? El derecho de vivir en un ambiente limpio y libre de contaminación https://t.co/…,"Las Condes, Chile",Chile,camilaemiliasv danieljadue violacion ddhh derecho vivir ambiente limpio libre ntaminaci n s t,93,22-9-2020,RM Metropolitana,13,camilaemiliasv danieljadue violation ddhh right to live clean environment free pollution s t,Neutro,Contaminación
33,5f6a6091df36abf4cbaec556,1308505731285610496,Tue Sep 22 20:37:31 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Iquique ; Chile ,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,I Tarapacá,1,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
34,5f6a6095df36abf4cbaec564,1308505750914977798,Tue Sep 22 20:37:36 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
35,5f6a6096df36abf4cbaec567,1308505754509467648,Tue Sep 22 20:37:37 +0000 2020,"RT @Martina97022398: La hipocresía de este gobierno es increíble, primero sale el presidente diciendo que es prioridad resguardar el medio…","Concepción, Chile",Chile,ma ina hipocres gobierno incre ble primero sale presidente diciendo prioridad resguardar medio,94,22-9-2020,VIII Bíobío,8,unbelievable government hypocrites first comes out president saying priority protect medium,Positivo,Otro Grupo
36,5f6a609edf36abf4cbaec57f,1308505788395200512,Tue Sep 22 20:37:45 +0000 2020,"RT @doctor911_cl: Por nuestro país, su naturaleza y nuestro compromiso con nuestro propio medio ambiente...! 
#PiñeraFirmaEscazu https://t.…","Temuco,Chile",Chile,doctor cl pa s naturaleza mpromiso n propio medio ambiente pi erafirmaescazu s t,80,22-9-2020,IX Araucanía,9,doctor cl pa s nature m commitment n own environment pi erafirmaescazu s t,Neutro,Medio Ambiente
37,5f6a60a1df36abf4cbaec587,1308505800718024708,Tue Sep 22 20:37:48 +0000 2020,"RT @sesnaola: En el #DiaDelTrabajadorRadial, mas que acordarse de los que estamos, hay que pensar en los que no están. Han sido meses rudos…","Coquimbo, Chile",Chile,sesnaola diadeltrabajadorradial mas rdarse pensar est n sido meses rudos,72,22-9-2020,IV Coquimbo,4,sesnaola diadeltrabajadorradial more darse think it's been rough months,Neutro,Otro Grupo
38,5f6a60a8df36abf4cbaec598,1308505829168091136,Tue Sep 22 20:37:55 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Valparaíso, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,V Valparaíso,5,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
39,5f6a60bbdf36abf4cbaec5bc,1308505908419481607,Tue Sep 22 20:38:14 +0000 2020,"RT @matiasasun: Algo MUY MALO debes estar haciendo con tu ""negocio"" para que te dé miedo firmar un acuerdo cuyo objetivo es proteger el Med…","Temuco,Chile",Chile,matiasasun malo debes haciendo n negocio d miedo firmar acuerdo cuyo objetivo proteger med,90,22-9-2020,IX Araucanía,9,matias asun bad you must do a scary business sign an agreement whose objective is to protect med,Neutro,Otro Grupo
40,5f6a60c2df36abf4cbaec5cb,1308505936940675072,Tue Sep 22 20:38:20 +0000 2020,RT @PaulinaAstrozaS: Estoy escuchando al Presidente @sebastianpinera en #UNGA Habló más de 5 minutos de la importancia de luchar contra el…,"Metropolitana de Santiago, Chile",Chile,paulinaastrozas escuchando presidente sebastianpinera unga habl m s minutos impo ancia luchar ntra,98,22-9-2020,RM Metropolitana,13,paulinaastrozas listening president sebastianpinera unga spoke more minutes impo old fight ntra,Neutro,Otro Grupo
41,5f6a60c4df36abf4cbaec5d2,1308505947803877381,Tue Sep 22 20:38:23 +0000 2020,"RT @doctor911_cl: Por nuestro país, su naturaleza y nuestro compromiso con nuestro propio medio ambiente...! 
#PiñeraFirmaEscazu https://t.…","Maipú, Chile",Chile,doctor cl pa s naturaleza mpromiso n propio medio ambiente pi erafirmaescazu s t,80,22-9-2020,RM Metropolitana,13,doctor cl pa s nature m commitment n own environment pi erafirmaescazu s t,Neutro,Medio Ambiente
42,5f6a60ccdf36abf4cbaec5e8,1308505982708965384,Tue Sep 22 20:38:31 +0000 2020,RT @camila_vallejo: Piñera continúa con el doble estándar. Hace minutos habló de la importancia de la lucha contra el cambio climático en #…,"Arica, Chile",Chile,camila vallejo pi ntin n doble est ndar hace minutos habl impo ancia lucha ntra cambio clim,91,22-9-2020,XV Arica y Parinacota,15,camila vallejo pi ntin n double standard minutes ago spoke impo old fight against climate change,Neutro,Cambio Climático
43,5f6a60d5df36abf4cbaec601,1308506017882402816,Tue Sep 22 20:38:40 +0000 2020,"RT @MinMineria_cl: Hoy el uso de energía renovables en la industria minera es de 10,5%, cifra que llegaría a 49% en 2023. Un hito important…","Santiago, Chile",Chile,minmineria cl hoy uso energ renovables industria minera cifra llegar hito impo ant,82,22-9-2020,RM Metropolitana,13,mining today I use renewable energy mining industry figure to reach milestone import before,Neutro,Recursos Naturales
44,5f6a60d9df36abf4cbaec610,1308506035808854021,Tue Sep 22 20:38:44 +0000 2020,"RT @YodaShilenoInfo: ¿Porque wea es tendencia?
        ""#EscazúAhora""

Porque muchas personas le exigen al Presidente Piñera que firme el a…","Rancagua, Chile",Chile,yodashilenoinfo wea tendencia escaz ahora muchas personas exigen presidente pi firme,84,22-9-2020,VI O'Higgins,6,yodashilenoinfo wea trend scarce now many people demand president pi firm,Neutro,Otro Grupo
45,5f6a60dadf36abf4cbaec612,1308506038027595776,Tue Sep 22 20:38:44 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
46,5f6a60e0df36abf4cbaec62e,1308506065588412417,Tue Sep 22 20:38:51 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…",Santiago de Chile,Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
47,5f6a60e0df36abf4cbaec630,1308506066196496384,Tue Sep 22 20:38:51 +0000 2020,Sabes que es aún bochorno? Que un posible candidato presidencial no se pronuncie ante un informe que deja asqueroso… https://t.co/PGiiFQTVtW,"Santiago, Chile",Chile,sabes n bochorno posible candidato presidencial pronuncie informe deja asqueroso s t pgiifqtvtw,95,22-9-2020,RM Metropolitana,13,you know n embarrassment possible presidential candidate deliver report leave disgusting s t pgiifqtvtw,Negativo,Otro Grupo
48,5f6a60eadf36abf4cbaec641,1308506106826719233,Tue Sep 22 20:39:01 +0000 2020,"Descubra el nivel de Adaptación al Futuro de su industria, dercargando nuestro estudio en https://t.co/QYN1tMkcrx 🌐… https://t.co/io5st4keqQ",Chile,Chile,descubra nivel adaptaci n futuro industria dercargando estudio s t qyn tmkcrx s t io st keqq,92,22-9-2020,No Especifíca,17,discover level adaptation future industry unloading study s t qyn tmkcrx s t io st keqq,Neutro,Industrias
49,5f6a60efdf36abf4cbaec64d,1308506125889875971,Tue Sep 22 20:39:05 +0000 2020,"RT @doctor911_cl: Por nuestro país, su naturaleza y nuestro compromiso con nuestro propio medio ambiente...! 
#PiñeraFirmaEscazu https://t.…","Santiago, Chile",Chile,doctor cl pa s naturaleza mpromiso n propio medio ambiente pi erafirmaescazu s t,80,22-9-2020,RM Metropolitana,13,doctor cl pa s nature m commitment n own environment pi erafirmaescazu s t,Neutro,Medio Ambiente
50,5f6a60f2df36abf4cbaec657,1308506141975027718,Tue Sep 22 20:39:09 +0000 2020,"RT @GreenpeaceCL: Esto se confirma con la intervención en el Congreso del Ministro de Rel. Exteriores, @allamand, y de la Ministra de Medio…","Metropolitana de Santiago, Chile",Chile,greenpeacecl nfirma n intervenci n congreso ministro rel exteriores allamand ministra medio,91,22-9-2020,RM Metropolitana,13,greenpeacecl nfirma n intervention congress foreign minister allamand media minister,Neutro,Otro Grupo
51,5f6a60f9df36abf4cbaec668,1308506170437623815,Tue Sep 22 20:39:16 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Santiago, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,RM Metropolitana,13,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
52,5f6a60fedf36abf4cbaec676,1308506188640915457,Tue Sep 22 20:39:20 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,La Serena / Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,IV Coquimbo,4,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
53,5f6a6103df36abf4cbaec684,1308506212418359298,Tue Sep 22 20:39:26 +0000 2020,Para proteger el medio ambiente NO se necesita estar firmando tratados internacionales que le roban soberanía a los… https://t.co/tgtc5ahWWV,"Santiago, Chile",Chile,proteger medio ambiente necesita firmando tratados internacionales roban soberan s t tgtc ahwwv,95,22-9-2020,RM Metropolitana,13,protect environment needs signing international treaties steal sovereignty s t tgtc ahwwv,Neutro,Medio Ambiente
54,5f6a6108df36abf4cbaec68e,1308506231254978563,Tue Sep 22 20:39:31 +0000 2020,RT @IvanDuque: Los páramos son verdaderas fábricas de agua potable y Colombia alberga el 50% de los existentes en el mundo. En #UNGA invita…,"Osorno, Chile",Chile,ivanduque p ramos verdaderas f bricas agua potable colombia alberga existentes mundo unga invita,96,22-9-2020,X Los Lagos,10,ivanduque p ramos real factories drinking water colombia houses existing world unga invites,Neutro,Recursos Naturales
55,5f6a6108df36abf4cbaec690,1308506232202891265,Tue Sep 22 20:39:31 +0000 2020,"RT @MinMineria_cl: Hoy el uso de energía renovables en la industria minera es de 10,5%, cifra que llegaría a 49% en 2023. Un hito important…","Concepción, Chile",Chile,minmineria cl hoy uso energ renovables industria minera cifra llegar hito impo ant,82,22-9-2020,VIII Bíobío,8,mining today I use renewable energy mining industry figure to reach milestone import before,Neutro,Recursos Naturales
56,5f6a610bdf36abf4cbaec696,1308506244769107975,Tue Sep 22 20:39:34 +0000 2020,Ahora en #TuNuevoADN conoceremos las dramáticas conclusiones del Informe Planeta Vivo que alertan sobre el declive… https://t.co/FnRhGSyK4D,Santiago de Chile,Chile,ahora tunuevoadn noceremos dram ticas nclusiones informe planeta vivo ale an declive s t fnrhgsyk d,99,22-9-2020,RM Metropolitana,13,now your new adn we will not cease dramatic nclusions report living planet ale an decline s t fnrhgsyk d,Neutro,Otro Grupo
57,5f6a6112df36abf4cbaec6a0,1308506275827908614,Tue Sep 22 20:39:41 +0000 2020,"RT @weichafe731: @camilaemiliasv @camila_vallejo Qué conquista han “tenido” los bolivarianos además del hambre, la corrupción, combustible…",Chile,Chile,weichafe camilaemiliasv camila vallejo qu nquista bolivarianos adem s hambre rrupci n mbustible,95,22-9-2020,No Especifíca,17,weichafe camilaemiliasv camila vallejo who is the Bolivarian leader also hunger rruption,Neutro,Otro Grupo
58,5f6a6113df36abf4cbaec6a2,1308506277904109573,Tue Sep 22 20:39:42 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Valparaíso, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,V Valparaíso,5,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
